Anime Title,entry_id,entry_type,english_name,japanese_name,tmdb_id,anilist_id,Avg. Words/Episode,Unique Words,Kanji Difficulty (1-100),Vocab Difficulty (1-100),Overall Difficulty (1-100),Vocab Density (%),poster_url,episodes,status,genres,start_year,average_score,anilist_img_filename,anilist_status,tmdb_img_filename
Koi to Shukatsu no Danpa,5521.0,drama_tv,,恋と就活のダンパ,,,1653,689,40.4,7.8,24.1,2.66,,,,,,,,not_anilist,
Bocchi the Rock! Re,8612.0,anime_movie,BOCCHI THE ROCK! Recap Part 1,ぼっち・ざ・ろっく！Re:,,165253.0,2475,957,29.7,9.9,19.8,3.27,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx165253-nAwyrMZm4jBA.jpg,1.0,FINISHED,"Comedy, Music, Slice of Life",2024.0,83.0,bx165253-nAwyrMZm4jBA.jpg,downloaded,
Ano Ko wa Kizoku,6949.0,drama_movie,Aristocrats,あのこは貴族,movie:718498,,1863,743,26.4,8.9,17.7,3.01,https://image.tmdb.org/t/p/w500/nZ5XppGKvHcVPm7iZe1n1e5ftkL.jpg,1.0,FINISHED,Drama,2021.0,,,not_anilist,
"Goodbye, Bad Magazines",8305.0,drama_movie,"Goodbye, Bad Magazines",グッドバイ、バッドマガジンズ,movie:1017439,,1835,667,27.8,7.6,17.7,2.62,https://image.tmdb.org/t/p/w500/iyccjxLWUXz42asR4HcuQw4XPUD.jpg,1.0,FINISHED,Drama,2022.0,70.0,,not_anilist,
Kanojo ha Yume de Odoru,10617.0,drama_movie,Dancing in her Dreams,彼女は夢で踊る,movie:759299,,1254,516,30.6,9.8,20.2,3.27,https://image.tmdb.org/t/p/w500/igJCqrQs7TawerAU2nb7ho8whgC.jpg,1.0,FINISHED,,2020.0,60.0,,not_anilist,
Shigatsu ni Nareba Kanojo wa,10461.0,drama_movie,"April, Come She Will",四月になれば彼女は,movie:1120846,,1221,558,29.7,7.6,18.7,2.62,https://image.tmdb.org/t/p/w500/nisteDwnrMAJAF9PYokt245PVkX.jpg,1.0,FINISHED,"Drama, Romance, Mystery",2024.0,,,not_anilist,
Seishun Romance Seat. Aokusa ni zasu,6929.0,drama_movie,Youth’s Romance Seat: Sitting on the grass,青春ロマンスシート　青草に坐す,movie:1224706,,2770,848,31.2,9.3,20.3,3.1,https://image.tmdb.org/t/p/w500/nbUpWSLJaw021VLf4CSmsx5AvML.jpg,1.0,FINISHED,Romance,1954.0,,,not_anilist,
Magma,10882.0,drama_tv,,マグマ,tv:241036,,6153,1511,55.5,9.4,32.5,3.15,NO POSTER,1.0,RELEASING,,2012.0,,,not_anilist,
Yuria Sensei no Akai Ito,6964.0,drama_tv,Yuria's Red Thread of Fate,ゆりあ先生の赤い糸,tv:234490,,882,1734,23.5,8.1,15.8,2.76,https://image.tmdb.org/t/p/w500/sukKRbowydqQlqZxMfCc7yCtnGi.jpg,9.0,FINISHED,"Drama, Comedy",2023.0,70.0,,not_anilist,
Drag Race Philippines. Slaysian Royale,10118.0,drama_tv,Drag Race Philippines: Slaysian Royale,,tv:286368,,2552,811,42.4,3.2,22.8,1.33,https://image.tmdb.org/t/p/w500/ixwkCVidmrJcZunCkPiducp59K7.jpg,9.0,RELEASING,Reality,2025.0,,,not_anilist,
Tokyo Zenryoku Shoujo,2538.0,drama_tv,Flat Out Tokyo Girl,東京全力少女,tv:45809,,1043,2108,29.7,8.1,18.9,2.76,https://image.tmdb.org/t/p/w500/kYqFzq21hrHZDXsJYx7HK8hFBvn.jpg,11.0,FINISHED,Drama,2012.0,,,not_anilist,
Dosanko Gal wa Namaramenkoi,1987.0,anime_tv,Hokkaido Gals Are Super Adorable!,道産子ギャルはなまらめんこい,,155963.0,505,1593,24.2,9.9,17.1,3.29,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx155963-kOnLUDAEamUe.jpg,12.0,FINISHED,"Comedy, Romance, Slice of Life",2024.0,69.0,bx155963-kOnLUDAEamUe.jpg,downloaded,
GTO (1998),266.0,drama_tv,GTO: Great Teacher Onizuka,GTO (1998),tv:62057,,1158,2854,34.6,8.8,21.7,2.98,https://image.tmdb.org/t/p/w500/a5FxXDfiBzWu8pOJaII7gt9yzNg.jpg,12.0,FINISHED,"Comedy, Drama",1998.0,,,not_anilist,
Kiratto Pri☆Chan Season 3,6322.0,anime_tv,,キラッとプリ☆チャン シーズン3,,113990.0,498,3243,22.4,6.1,14.3,2.18,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx113990-YgKXiAQbojVB.jpg,51.0,FINISHED,"Comedy, Music, Slice of Life",2020.0,71.0,bx113990-YgKXiAQbojVB.jpg,downloaded,
Ajin Demi-Human,,,,,,,1538,778,36.4,9.3,22.9,3.12,,,,,,,,not_anilist,
Joyu Reiko Honoo no Youni,4977.0,drama_tv,,女優・麗子～炎のように～,,,2605,1026,41.1,8.6,24.9,2.92,,,,,,,,not_anilist,
Sayounara Konbanwa,8325.0,drama_movie,A Girl in My Room,左様なら今晩は,movie:1075913,,1198,473,18.1,9.8,13.9,3.26,https://image.tmdb.org/t/p/w500/5yITg80arYGTOcf9CvUx7wzucOU.jpg,1.0,FINISHED,"Romance, Fantasy, Drama",2022.0,,,not_anilist,
"Nouka no Yome. 35-sai, Skirt no Kaze",9225.0,drama_movie,The Farmers Bride: 35 Years Old,農家の嫁　三十五歳、スカートの風,movie:734604,,791,382,25.5,8.6,17.1,2.91,https://image.tmdb.org/t/p/w500/lW5P1zR8p77VFJuciXJDpdRK9lv.jpg,1.0,FINISHED,"Drama, Romance",2012.0,,,not_anilist,
Kisarazu Cat’s Eye. World Series,7812.0,drama_movie,Kisarazu Cat's Eye: World Series,木更津キャッツアイ ワールドシリーズ,movie:113315,,2693,918,26.1,7.2,16.6,2.49,https://image.tmdb.org/t/p/w500/a8Ql8sP0ujEURykeYSeaDTTixVc.jpg,1.0,FINISHED,"Comedy, Drama",2006.0,,,not_anilist,
Ueda Shinichiro Short Movie Collection,6632.0,drama_movie,Shinichiro Ueda Short Movies Collection,上田慎一郎 ショートムービーコレクション,movie:748904,,1940,1218,31.9,9.1,20.5,3.07,https://image.tmdb.org/t/p/w500/3nqO0a5NI4FpBsj5Oz1CGm85I8Y.jpg,1.0,FINISHED,,2019.0,,,not_anilist,
Kishibe Rohan wa Ugokanai Zange-shitsu,10469.0,drama_movie,Thus Spoke Kishibe Rohan: At a Confessional,岸辺露伴は動かない 懺悔室,movie:1424752,,1473,606,32.6,9.3,21.0,3.12,https://image.tmdb.org/t/p/w500/wPv5WxxnLkTDw1G4Fio8odWitdA.jpg,1.0,FINISHED,"Drama, Fantasy, Horror",2025.0,,,not_anilist,
Blue Period,10017.0,drama_movie,Blue Period,ブルーピリオド,movie:1268198,,1506,624,29.2,10.2,19.7,3.39,https://image.tmdb.org/t/p/w500/pSXy8iR80tss9YG8vmv6qUjz7Gu.jpg,1.0,FINISHED,"Drama, Comedy",2024.0,,,not_anilist,
Lost Care,8709.0,drama_movie,Do Unto Others,ロストケア,movie:1044171,,1861,784,38.6,9.3,23.9,3.12,https://image.tmdb.org/t/p/w500/uMDw7n17XsbYl1GNowzDgiN4KtH.jpg,1.0,FINISHED,"Mystery, Crime, Drama",2023.0,,,not_anilist,
Kusuburi Onna to Sundome Onna,6883.0,drama_tv,,くすぶり女とすん止め女,tv:238561,,453,1195,28.8,9.0,18.9,3.04,https://image.tmdb.org/t/p/w500/5mufqgTZ1NlsbifVtXzGHdaU8xu.jpg,8.0,FINISHED,,2023.0,,,not_anilist,
Fanta G Spot,10129.0,drama_tv,Hit the Spot,ファンタGスポット,tv:211260,,621,1336,32.9,5.6,19.2,2.03,https://image.tmdb.org/t/p/w500/3o9ovaVPYyJiRfDZw20iOQTh8d0.jpg,8.0,FINISHED,"Drama, Comedy",2022.0,80.0,,not_anilist,
My Diary,7737.0,drama_tv,My Diary,マイダイアリー,tv:271337,,837,1592,19.9,8.7,14.3,2.94,https://image.tmdb.org/t/p/w500/5K1oY5grAByhwA0QGgH6Zh6VS0P.jpg,9.0,FINISHED,Drama,2024.0,70.0,,not_anilist,
Yoru no Sensei,2682.0,drama_tv,"Night School Teacher, SAKURA",夜のせんせい,tv:114458,,810,2134,30.7,8.1,19.4,2.75,https://image.tmdb.org/t/p/w500/91oRbSuaa3eiaM7LSvmf2GigwIl.jpg,10.0,FINISHED,Comedy,2014.0,70.0,,not_anilist,
Kekkonshiki no Zenjitsu ni,3214.0,drama_tv,Kekkonshiki no Zenjitsu ni,結婚式の前日に,tv:69408,,841,1657,32.5,8.5,20.5,2.88,https://image.tmdb.org/t/p/w500/5J2stLBlUJ3uWjToD1cpmX5fhGj.jpg,10.0,FINISHED,Drama,2015.0,,,not_anilist,
Watashi no Oyome-kun,6874.0,drama_tv,Mr. Bride,わたしのお嫁くん,tv:222373,,1018,2148,29.9,8.2,19.1,2.79,https://image.tmdb.org/t/p/w500/vAY7xcPxUcvC3HX94In4T4lldfa.jpg,11.0,FINISHED,"Drama, Comedy",2023.0,,,not_anilist,
Jinji no Hitomi,9446.0,drama_tv,HR Hero,人事の人見,tv:287889,,1553,2911,38.5,8.4,23.4,2.85,https://image.tmdb.org/t/p/w500/4lv2cwaVVEF96KaHxjJSqU1VX7j.jpg,11.0,FINISHED,Drama,2025.0,,,not_anilist,
Gossip. Kanojo ga Shiritai Honto no 〇〇,3388.0,drama_tv,,ゴシップ #彼女が知りたい本当の○○,tv:154896,,1186,2700,39.5,7.8,23.7,2.68,https://image.tmdb.org/t/p/w500/b4lk5P009nJ41bo0hnJgdwdfT62.jpg,11.0,FINISHED,Drama,2022.0,,,not_anilist,
Kikansha no Mahou wa Tokubetsu desu,1929.0,anime_tv,A Returner's Magic Should Be Special,帰還者の魔法は特別です,,163142.0,327,1312,26.8,9.6,18.2,3.19,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx163142-RjFeJrTnDA2B.png,12.0,FINISHED,"Action, Adventure, Fantasy",2023.0,69.0,bx163142-RjFeJrTnDA2B.png,downloaded,
Yumeiro Pâtissière SP Professional,17.0,anime_tv,Yumeiro Patissiere SP Professional,夢色パティシエールSP（スペシャル）プロフェッショナル,,9441.0,555,482,33.8,7.9,20.8,2.7,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b9441-aDGCs1ZD4rbG.jpg,13.0,FINISHED,Slice of Life,2010.0,72.0,b9441-aDGCs1ZD4rbG.jpg,downloaded,
Homeru Hito Homerareru Hito,7431.0,drama_tv,Someone Who Praises Someone Who Is Praised,褒めるひと褒められるひと,tv:226370,,323,2124,28.5,8.8,18.7,2.97,https://image.tmdb.org/t/p/w500/oeCAsZyqnUIMA6n1qtbv5yo4CRv.jpg,32.0,FINISHED,Comedy,2023.0,,,not_anilist,
Aikatsu Friends!,5543.0,anime_tv,,アイカツフレンズ!,,101043.0,459,3035,28.4,6.9,17.6,2.41,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101043-zlDZ74rVpVPo.jpg,50.0,FINISHED,Music,2018.0,71.0,bx101043-zlDZ74rVpVPo.jpg,downloaded,
Pretty Rhythm All Star Selection,,,,,,,400,1261,26.5,6.9,16.7,2.41,,,,,,,,not_anilist,
Kimi ni Todoke (2010),7833.0,drama_movie,From Me to You (2010),君に届け (2010),movie:59944,,1760,611,22.3,6.2,14.3,2.22,https://image.tmdb.org/t/p/w500/ttyBsRKi5yJdSoepIPciDmqwYXn.jpg,1.0,FINISHED,"Romance, Drama",2010.0,,,not_anilist,
Warai no Kaibutsu,10462.0,drama_movie,The Beast of Comedy,笑いのカイブツ,movie:1212560,,2131,771,26.5,8.6,17.5,2.91,https://image.tmdb.org/t/p/w500/7d9vVMfob5llYxhwadS7OvFfIzq.jpg,1.0,FINISHED,Drama,2024.0,,,not_anilist,
"Moshimo, Kono Kimochi wo Koi to Yobu Nara",8768.0,drama_movie,If this feeling is called love...,もしも、この気持ちを恋と呼ぶなら…。,movie:1009482,,710,343,28.6,9.8,19.2,3.52,https://image.tmdb.org/t/p/w500/88HDSROhAiPw9DdsIw7XGQkB50Q.jpg,1.0,FINISHED,"Drama, Romance, TV Movie",2022.0,,,not_anilist,
Shiratori Reiko de Gozaimasu! The Movie,10673.0,drama_movie,My name is Reiko Shiratori! The Movie,劇場版 白鳥麗子でございます!,movie:982787,,1357,538,30.6,9.2,19.9,3.1,https://image.tmdb.org/t/p/w500/w5P2lOIG8JKrRzMkilxXxyPqAPo.jpg,1.0,FINISHED,"Comedy, Romance",1995.0,20.0,,not_anilist,
CDTV Live! Live!,8523.0,drama_tv,CDTV Live! Live!,CDTVライブ!ライブ!,tv:231274,,1588,566,31.2,8.8,20.0,2.96,https://image.tmdb.org/t/p/w500/w7yTixVwYkcjfq1nh3X61v3xLVw.jpg,2.0,RELEASING,,,,,not_anilist,
Haru ga Kita,4159.0,drama_tv,Spring Has Come,春が来た,tv:71878,,473,752,24.8,10.1,17.5,3.34,https://image.tmdb.org/t/p/w500/vWsfOPajhblTS3ckYTg0qpERfCx.jpg,5.0,FINISHED,"Drama, Family",2018.0,,,not_anilist,
Lion no Oyatsu,4677.0,drama_tv,Lion Snacks,ライオンのおやつ,tv:126346,,509,1159,24.3,8.4,16.4,2.86,https://image.tmdb.org/t/p/w500/1kUgWS4cIYUMrmiYQHEh46eCuTV.jpg,8.0,FINISHED,Drama,2021.0,,,not_anilist,
Shiko Funjatta,8546.0,drama_tv,"Sumo Do, Sumo Don't",シコふんじゃった！,tv:210345,,804,1723,24.6,9.5,17.1,3.17,https://image.tmdb.org/t/p/w500/shtZAZY03AYz4vc85jL5dxDo4Yt.jpg,10.0,FINISHED,"Comedy, Drama",2022.0,,,not_anilist,
Kinnikuman The Lost Legend,4699.0,drama_tv,Muscleman: The Lost Legend,キン肉マン THE LOST LEGEND,tv:136110,,705,1535,25.6,5.1,15.3,1.89,https://image.tmdb.org/t/p/w500/3q2G4vpk9X3gPTxZqz4IBT9SiQ7.jpg,10.0,FINISHED,"Action & Adventure, Comedy",2021.0,,,not_anilist,
Toumei na Yurikago,4215.0,drama_tv,An Invisible Cradle,透明なゆりかご,tv:81368,,733,1941,29.7,9.0,19.4,3.04,https://image.tmdb.org/t/p/w500/5LWL2OyswvUBGfVx8UoNKq41nqR.jpg,10.0,RELEASING,Drama,2018.0,70.0,,not_anilist,
Mother Game. Kanojotachi no Kaikyuu,3148.0,drama_tv,Mother Game,マザー・ゲーム〜彼女たちの階級〜,tv:70254,,979,2133,35.0,8.5,21.7,2.87,https://image.tmdb.org/t/p/w500/w1pkRgNANc1qbSNQc1XdIkoXEw9.jpg,10.0,FINISHED,"Drama, Comedy",2015.0,60.0,,not_anilist,
"Ai no, Gakkou",10156.0,drama_tv,Learning to Love,愛の、がっこう。,tv:292126,,984,2248,30.2,8.4,19.3,2.85,https://image.tmdb.org/t/p/w500/qjKaCJ0LashukKotBTTI6jlp2eM.jpg,11.0,FINISHED,Drama,2025.0,70.0,,not_anilist,
Themis no Kyoushitsu Legal Seishun Hakusho,6596.0,drama_tv,Themis's Law School Classroom,女神の教室～リーガル青春白書～,tv:215249,,1392,2670,52.9,9.1,31.0,3.06,https://image.tmdb.org/t/p/w500/5PZfNVZXHGrRDSrOSEcIpPgP0B2.jpg,11.0,FINISHED,Drama,2023.0,,,not_anilist,
Hitoribocchi no ○○ Seikatsu,958.0,anime_tv,Hitoribocchi no Marumaruseikatsu,ひとりぼっちの○○生活,,101386.0,481,1235,25.9,9.2,17.6,3.08,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101386-ZJN6JFf9gKrV.png,12.0,FINISHED,"Comedy, Slice of Life",2019.0,73.0,bx101386-ZJN6JFf9gKrV.png,downloaded,
Crayon Shinchan the Movie Invasion!! Alien Shiriri,,,,,,,1973,686,19.8,7.3,13.6,2.53,,,,,,,,not_anilist,
Kokoro ga Sakebitagatterun da,1894.0,anime_movie,The Anthem of the Heart,心が叫びたがってるんだ。,,20968.0,2460,928,26.2,8.9,17.5,2.98,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20968-0zFVsoFUYjeh.jpg,1.0,FINISHED,"Drama, Music, Psychological, Romance, Slice of Life",2015.0,76.0,bx20968-0zFVsoFUYjeh.jpg,downloaded,
Toilet no Kami-sama,4929.0,drama_movie,,トイレの神様,movie:505847,,2111,669,27.0,8.5,17.7,2.89,https://image.tmdb.org/t/p/w500/pBVHsEYfc8nEkb3Ay5aRNJYUxje.jpg,1.0,FINISHED,"Drama, Family, TV Movie",2011.0,,,not_anilist,
Honto Ni Atta Kowai Hanashi. Natsu no Tokubetsu-hen 2016,5296.0,drama_movie,Honto Ni Atta Kowai Hanashi: Summer Special 2016,ほんとにあった怖い話 2016,movie:458213,,1264,523,29.4,8.7,19.0,2.93,https://image.tmdb.org/t/p/w500/41e6pgENeBRMnSw55U08YsncA1z.jpg,1.0,FINISHED,Horror,2016.0,60.0,,not_anilist,
Naze Shoujo wa Kioku wo Ushinawanakereba Naranakatta no ka？,5152.0,drama_movie,Why did the girl have to lose her memory?,なぜ少女は記憶を失わなければならなかったのか？,movie:474815,,1762,731,38.6,7.4,23.0,2.55,https://image.tmdb.org/t/p/w500/6V828E3MjBIiVtJuqG5d99CO0o4.jpg,1.0,FINISHED,"Drama, Mystery, TV Movie",2014.0,80.0,,not_anilist,
Cheer Dance,4203.0,drama_tv,We Are Rockets!,チア☆ダン,tv:81381,,779,1610,27.8,4.6,16.2,1.75,https://image.tmdb.org/t/p/w500/wuxDdBQi8IaGlnGYZe9RIhXKgu7.jpg,10.0,FINISHED,"Drama, Comedy",2018.0,,,not_anilist,
Doronjo,5893.0,drama_tv,Doronjo,ドロンジョ,tv:206707,,297,1019,23.1,7.3,15.2,2.54,https://image.tmdb.org/t/p/w500/vyNA0bRPxppCpPuuRdkbJPQ67M7.jpg,11.0,FINISHED,"Drama, Action & Adventure",2022.0,,,not_anilist,
35-sai no Koukousei,2572.0,drama_tv,No Dropping Out: Back to School at 35,35歳の高校生,tv:51393,,1123,2283,34.2,8.8,21.5,2.96,https://image.tmdb.org/t/p/w500/jC4uMhNqnjlBo4UTvzJu6brnmwo.jpg,11.0,FINISHED,Drama,2013.0,,,not_anilist,
Oh My Jump!. Shonen Jump Saves the World,4144.0,drama_tv,Oh My Jump!: Shonen Jump Saves the World,オー・マイ・ジャンプ! 〜少年ジャンプが地球を救う〜,tv:85337,,584,1791,36.1,8.2,22.2,2.79,https://image.tmdb.org/t/p/w500/4GNzrNaxkyKSAXNQQulOwXY7jaQ.jpg,11.0,FINISHED,"Drama, Comedy",2018.0,,,not_anilist,
Vampire Dormitory,2700.0,anime_tv,Vampire Dormitory,ヴァンパイア男子寮,,170604.0,388,1244,22.3,7.5,14.9,2.6,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx170604-VwLdBL8Gip9Z.jpg,12.0,FINISHED,"Romance, Supernatural",2024.0,59.0,bx170604-VwLdBL8Gip9Z.jpg,downloaded,
Tokyo Sentimental,3238.0,drama_tv,Tokyo Sentimental,東京センチメンタル,tv:115041,,539,1727,26.6,8.4,17.5,2.85,https://image.tmdb.org/t/p/w500/vPpy7IGL807JynInEDcvAPpEE8w.jpg,12.0,FINISHED,Drama,2016.0,,,not_anilist,
Rokubanme no Sayoko,7265.0,drama_tv,Sayoko is Back,六番目の小夜子,tv:17495,,629,1535,29.4,7.3,18.3,2.52,https://image.tmdb.org/t/p/w500/5GTzdijpIfO0j2iAQaGGl1oXdfp.jpg,12.0,FINISHED,Drama,2000.0,50.0,,not_anilist,
Hibike! Euphonium 3,2657.0,anime_tv,Sound! Euphonium 3,響け！ユーフォニアム３,,109731.0,556,1612,28.5,8.6,18.5,2.92,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx109731-EwHzbtywdcyG.png,13.0,FINISHED,"Drama, Music, Slice of Life",2024.0,87.0,bx109731-EwHzbtywdcyG.png,downloaded,
BLUE,6295.0,drama_movie,BLUE,ブルー,movie:826704,,1632,572,20.1,7.9,14.0,2.7,https://image.tmdb.org/t/p/w500/rPd4f3CSfIMvKrpnQfW30gc9kgV.jpg,1.0,FINISHED,Drama,2021.0,,,not_anilist,
Liverleaf,2380.0,drama_movie,Liverleaf,ミスミソウ,movie:498934,,987,427,21.8,7.3,14.6,2.53,https://image.tmdb.org/t/p/w500/4YmCpOIlBr9gvPnHNqQfzSlcbOY.jpg,1.0,FINISHED,"Horror, Thriller, Drama",2018.0,,,not_anilist,
Sutegataki Hitobito,8851.0,drama_movie,Disregarded People,捨てがたき人々,movie:325331,,1079,472,21.2,11.0,16.1,3.61,https://image.tmdb.org/t/p/w500/wUPX9g7uhRVjLUhMX6Jdlxi8y6A.jpg,1.0,FINISHED,Drama,2013.0,,,not_anilist,
Cloud,8425.0,drama_movie,Cloud,Cloud クラウド,movie:1244244,,1472,669,27.2,9.8,18.5,3.26,https://image.tmdb.org/t/p/w500/bmUTHMmqiLWBo19U2y5kk2uqJbA.jpg,1.0,FINISHED,"Action, Drama, Crime, Thriller",2024.0,,,not_anilist,
Futari,9006.0,drama_movie,Chizuko's Younger Sister,ふたり,movie:178736,,2258,763,27.1,9.0,18.0,3.01,https://image.tmdb.org/t/p/w500/rNRFrlIKB2e7aQ2X79ZPFZ8Pmax.jpg,1.0,FINISHED,"Drama, Fantasy",1991.0,,,not_anilist,
Hebi Musume to Hakuhatsuma,10674.0,drama_movie,The Snake Girl and the Silver-Haired Witch,蛇娘と白髪魔,movie:182921,,1246,414,31.5,6.9,19.2,2.41,https://image.tmdb.org/t/p/w500/zVdI4C4xZcK4ZA85AqtHiZiTG1b.jpg,1.0,FINISHED,"Horror, Thriller, Mystery",1968.0,,,not_anilist,
Liar Game - The Final Stage,4933.0,drama_movie,Liar Game: The Final Stage,ライアーゲーム　ザ・ファイナルステージ,movie:50461,,2678,747,34.9,7.8,21.4,2.69,https://image.tmdb.org/t/p/w500/lRFqPafC2HnRUwB7EK1935hNdke.jpg,1.0,FINISHED,"Thriller, Drama, TV Movie, Mystery",2010.0,,,not_anilist,
Kuroi Gashuu. Shougen,5592.0,drama_movie,Black Art Collection -Testimony-,黒い画集～証言～,movie:879944,,1786,725,38.5,9.8,24.1,3.25,https://image.tmdb.org/t/p/w500/a2O5oQuIrTpmd482kfjtV0YSq70.jpg,1.0,FINISHED,"Drama, Romance, Thriller",2020.0,,,not_anilist,
Apollo no Uta,8648.0,drama_tv,Apollo's Song,アポロの歌,tv:282275,,218,668,18.8,9.8,14.3,3.54,https://image.tmdb.org/t/p/w500/6rBsb7VeWiVNP6hq5EtDFI7SD7X.jpg,7.0,FINISHED,,2025.0,,,not_anilist,
Tokyo Houchi Shokudou,10031.0,drama_tv,Tokyo Abandoned Dining Room,東京放置食堂,tv:133668,,380,1051,23.7,9.3,16.5,3.12,https://image.tmdb.org/t/p/w500/fWAD4Zvolf6GEU1xHbOWf6XisdW.jpg,8.0,FINISHED,Drama,2021.0,,,not_anilist,
Dousousei. Hito ha Sando Koi wo Suru,2743.0,drama_tv,,同窓生 ~人は、三度、恋をする~,tv:84077,,607,1553,22.6,7.8,15.2,2.67,https://image.tmdb.org/t/p/w500/AnkZNYMFhBeluSspv8pMai1Oatw.jpg,10.0,FINISHED,Drama,2014.0,,,not_anilist,
Wakakusa Monogatari. Koisuru Shimai to Koisenu Watashi,7653.0,drama_tv,Colors of Sisterhood,若草物語―恋する姉妹と恋せぬ私―,tv:271331,,1049,2446,31.7,8.6,20.1,2.91,https://image.tmdb.org/t/p/w500/q5lRGtn60K3WHYCvXiAE3gdVzL4.jpg,10.0,FINISHED,Comedy,2024.0,,,not_anilist,
Uso no Sensou,3351.0,drama_tv,War of Lies,嘘の戦争,tv:70211,,1057,2240,34.3,8.3,21.3,2.81,https://image.tmdb.org/t/p/w500/ix0qEffTVVyF0RdZqd6U2vOPrGh.jpg,10.0,FINISHED,"Drama, Crime",2017.0,70.0,,not_anilist,
Hanawake no Yon Shimai,2433.0,drama_tv,The Hanawa Sisters,華和家の四姉妹,tv:45961,,930,2391,33.6,9.3,21.5,3.1,https://image.tmdb.org/t/p/w500/6OSuAa8fwt3vtS3Rz3dj7px2KTf.jpg,11.0,FINISHED,"Family, Drama, Comedy",2011.0,,,not_anilist,
GaCen Shoujo to Ibunka Kouryuu,9837.0,anime_tv,Cultural Exchange with a Game Centre Girl,ゲーセン少女と異文化交流,,180794.0,376,572,3.3,9.1,6.2,3.06,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx180794-rQGxkguEc2ov.png,12.0,FINISHED,"Comedy, Romance",2025.0,64.0,bx180794-rQGxkguEc2ov.png,downloaded,
Blue Canvas of Youthful Days,8414.0,drama_tv,Blue Canvas of Youthful Days,青春の日々の青いキャンバス,tv:250833,,533,1614,36.2,9.1,22.6,3.05,https://image.tmdb.org/t/p/w500/9pp6OiXADyTkzzZAJ67zuGnPMAp.jpg,12.0,FINISHED,"Drama, Family",2024.0,,,not_anilist,
Idolmaster Cinderella Girls U149,,,,,,,368,874,14.4,8.1,11.2,2.77,,,,,,,,not_anilist,
Otou-san wa Koukousei,5335.0,drama_tv,,お父さんは高校生,,,896,408,39.5,10.1,24.8,3.35,,,,,,,,not_anilist,
Kimi ga Sekai no Hajimari,5776.0,drama_movie,My Name is Yours,君が世界のはじまり,movie:698856,,1344,565,24.0,9.1,16.5,3.05,https://image.tmdb.org/t/p/w500/dKEWI0XVC9l7HAPFycXx4aLmbat.jpg,1.0,FINISHED,Drama,2020.0,,,not_anilist,
Kiseki Ano Hi no Sobito,9331.0,drama_movie,Kiseki: Sobito of That Day,キセキ ーあの日のソビトー,movie:410225,,1462,598,26.0,10.1,18.1,3.35,https://image.tmdb.org/t/p/w500/6KBtV5dah4TqoGMjn9ogoKHuRJZ.jpg,1.0,FINISHED,Drama,2017.0,,,not_anilist,
Kimi ni Sasageru Emblem,5340.0,drama_movie,An Emblem Dedicated To You,君に捧げるエンブレム,movie:434811,,1898,711,29.9,8.9,19.4,3.0,https://image.tmdb.org/t/p/w500/bSorp2iujbNu9ZxUEXcV0lJmmcV.jpg,1.0,FINISHED,Drama,2017.0,30.0,,not_anilist,
Nijuu Seikatsu,9178.0,drama_movie,Double Life,二重生活,movie:382261,,1078,471,30.2,7.9,19.0,2.69,https://image.tmdb.org/t/p/w500/9xTUSLHgvbdKzCJ4HhAgQX8mfVm.jpg,1.0,FINISHED,Mystery,2016.0,,,not_anilist,
Ransom,10918.0,drama_movie,The Ransom,ランサム,movie:1170834,,1091,534,35.9,9.0,22.4,3.02,https://image.tmdb.org/t/p/w500/kM5cnF4aF1b66yWeeYVoXeUJUor.jpg,1.0,FINISHED,"Crime, Action, Drama",2023.0,70.0,,not_anilist,
Honto Ni Atta Kowai Hanashi. 2021 Tokubetsu-hen,5660.0,drama_movie,Honto ni Atta Kowai Hanashi: Autumn 2021 Special,ほんとにあった怖い話 2021特別編,movie:890505,,1624,688,36.7,8.8,22.7,2.96,https://image.tmdb.org/t/p/w500/nrMtyPNLnkmRB98Hmdl2AcV2wqE.jpg,1.0,FINISHED,Horror,2021.0,,,not_anilist,
Masquerade Night,8268.0,drama_movie,Masquerade Night,マスカレード・ナイト,movie:824202,,2884,922,40.6,9.1,24.8,3.05,https://image.tmdb.org/t/p/w500/gapW9YgtiNQMPCWYAi8wKiEg4ty.jpg,1.0,FINISHED,"Crime, Mystery",2021.0,,,not_anilist,
Appleseed Saga Ex Machina,3620.0,anime_movie,,エクスマキナ,,2969.0,1670,833,42.8,7.5,25.1,2.57,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx2969-8rKdPrGZX9dt.jpg,1.0,FINISHED,"Action, Mecha, Sci-Fi",2007.0,67.0,bx2969-8rKdPrGZX9dt.jpg,downloaded,
